PlotID,Latitude,Longitude,Site,UnitID,geometry
7,40.644016666666666,-121.74205,LaTour,7,POINT (-121.74205 40.644016666666666)
8,40.64046666666667,-121.7418,LaTour,8,POINT (-121.7418 40.64046666666667)
9,40.63678333333333,-121.74171666666666,LaTour,9,POINT (-121.74171666666666 40.63678333333333)
10,40.63313333333333,-121.74188333333332,LaTour,10,POINT (-121.74188333333332 40.63313333333333)
11,40.62988333333333,-121.74195,LaTour,11,POINT (-121.74195 40.62988333333333)
12,40.61878333333333,-121.74148333333332,LaTour,12,POINT (-121.74148333333332 40.61878333333333)
14,40.612,-121.74241666666668,LaTour,14,POINT (-121.74241666666668 40.612)
15,40.608266666666665,-121.74225,LaTour,15,POINT (-121.74225 40.608266666666665)
16,40.604533333333336,-121.74138333333332,LaTour,16,POINT (-121.74138333333332 40.604533333333336)
17,40.60431666666667,-121.73663333333332,LaTour,17,POINT (-121.73663333333332 40.60431666666667)
18,40.608266666666665,-121.73778333333334,LaTour,18,POINT (-121.73778333333334 40.608266666666665)
19,40.61195,-121.73766666666668,LaTour,19,POINT (-121.73766666666668 40.61195)
21,40.61963333333333,-121.73776666666669,LaTour,21,POINT (-121.73776666666669 40.61963333333333)
22,40.629866666666665,-121.73748333333332,LaTour,22,POINT (-121.73748333333332 40.629866666666665)
23,40.63355,-121.73741666666666,LaTour,23,POINT (-121.73741666666666 40.63355)
24,40.63691666666666,-121.73731666666669,LaTour,24,POINT (-121.73731666666669 40.63691666666666)
25,40.64,-121.73736666666667,LaTour,25,POINT (-121.73736666666667 40.64)
26,40.64365,-121.73756666666668,LaTour,26,POINT (-121.73756666666668 40.64365)
27,40.64748333333333,-121.7376,LaTour,27,POINT (-121.7376 40.64748333333333)
28,40.650733333333335,-121.73715,LaTour,28,POINT (-121.73715 40.650733333333335)
29,40.6543,-121.73735,LaTour,29,POINT (-121.73735 40.6543)
30,40.6579,-121.73701666666666,LaTour,30,POINT (-121.73701666666666 40.6579)
31,40.66105,-121.73708333333332,LaTour,31,POINT (-121.73708333333332 40.66105)
32,40.664633333333335,-121.73676666666668,LaTour,32,POINT (-121.73676666666668 40.664633333333335)
33,40.65078333333334,-121.73283333333332,LaTour,33,POINT (-121.73283333333332 40.65078333333334)
34,40.6472,-121.73278333333332,LaTour,34,POINT (-121.73278333333332 40.6472)
35,40.6437,-121.73283333333332,LaTour,35,POINT (-121.73283333333332 40.6437)
36,40.64015,-121.73335,LaTour,36,POINT (-121.73335 40.64015)
37,40.63681666666667,-121.73275,LaTour,37,POINT (-121.73275 40.63681666666667)
38,40.63356666666667,-121.73276666666666,LaTour,38,POINT (-121.73276666666666 40.63356666666667)
39,40.6296,-121.7324,LaTour,39,POINT (-121.7324 40.6296)
40,40.61926666666667,-121.7332,LaTour,40,POINT (-121.7332 40.61926666666667)
41,40.61553333333333,-121.733,LaTour,41,POINT (-121.733 40.61553333333333)
42,40.6119,-121.73303333333334,LaTour,42,POINT (-121.73303333333334 40.6119)
13,40.61558333333333,-121.7424,LaTour,13,POINT (-121.7424 40.61558333333333)
20,40.61593333333333,-121.73781666666666,LaTour,20,POINT (-121.73781666666666 40.61593333333333)
43,40.607816666666665,-121.73261666666669,LaTour,43,POINT (-121.73261666666669 40.607816666666665)
44,40.6044,-121.73311666666666,LaTour,44,POINT (-121.73311666666666 40.6044)
45,40.6044,-121.72848333333332,LaTour,45,POINT (-121.72848333333332 40.6044)
46,40.608,-121.72828333333334,LaTour,46,POINT (-121.72828333333334 40.608)
47,40.6117,-121.72821666666668,LaTour,47,POINT (-121.72821666666668 40.6117)
48,40.61536666666667,-121.72806666666666,LaTour,48,POINT (-121.72806666666666 40.61536666666667)
49,40.6186,-121.72808333333332,LaTour,49,POINT (-121.72808333333332 40.6186)
50,40.629533333333335,-121.72851666666666,LaTour,50,POINT (-121.72851666666666 40.629533333333335)
51,40.63315,-121.72893333333332,LaTour,51,POINT (-121.72893333333332 40.63315)
52,40.63701666666667,-121.72823333333334,LaTour,52,POINT (-121.72823333333334 40.63701666666667)
53,40.64031666666666,-121.72835,LaTour,53,POINT (-121.72835 40.64031666666666)
54,40.64363333333333,-121.72793333333334,LaTour,54,POINT (-121.72793333333334 40.64363333333333)
55,40.6473,-121.72803333333331,LaTour,55,POINT (-121.72803333333331 40.6473)
56,40.65753333333333,-121.72773333333332,LaTour,56,POINT (-121.72773333333332 40.65753333333333)
57,40.65756666666667,-121.72298333333332,LaTour,57,POINT (-121.72298333333332 40.65756666666667)
58,40.6543,-121.72326666666666,LaTour,58,POINT (-121.72326666666666 40.6543)
59,40.64731666666667,-121.72348333333332,LaTour,59,POINT (-121.72348333333332 40.64731666666667)
60,40.64335,-121.72286666666666,LaTour,60,POINT (-121.72286666666666 40.64335)
61,40.64005,-121.72306666666668,LaTour,61,POINT (-121.72306666666668 40.64005)
62,40.63676666666667,-121.72373333333331,LaTour,62,POINT (-121.72373333333331 40.63676666666667)
63,40.63301666666667,-121.7239,LaTour,63,POINT (-121.7239 40.63301666666667)
64,40.62945,-121.72401666666669,LaTour,64,POINT (-121.72401666666669 40.62945)
65,40.6187,-121.72343333333332,LaTour,65,POINT (-121.72343333333332 40.6187)
66,40.61545,-121.72363333333334,LaTour,66,POINT (-121.72363333333334 40.61545)
67,40.61173333333333,-121.72343333333332,LaTour,67,POINT (-121.72343333333332 40.61173333333333)
68,40.60801666666666,-121.7236,LaTour,68,POINT (-121.7236 40.60801666666666)
69,40.6045,-121.72363333333334,LaTour,69,POINT (-121.72363333333334 40.6045)
70,40.60445,-121.71933333333334,LaTour,70,POINT (-121.71933333333334 40.60445)
71,40.60823333333333,-121.71911666666666,LaTour,71,POINT (-121.71911666666666 40.60823333333333)
72,40.61195,-121.71895,LaTour,72,POINT (-121.71895 40.61195)
73,40.615433333333335,-121.7187,LaTour,73,POINT (-121.7187 40.615433333333335)
74,40.619166666666665,-121.71846666666669,LaTour,74,POINT (-121.71846666666669 40.619166666666665)
75,40.62915,-121.71913333333332,LaTour,75,POINT (-121.71913333333332 40.62915)
76,40.63315,-121.71893333333334,LaTour,76,POINT (-121.71893333333334 40.63315)
77,40.6368,-121.7191,LaTour,77,POINT (-121.7191 40.6368)
78,40.6402,-121.71928333333334,LaTour,78,POINT (-121.71928333333334 40.6402)
79,40.64365,-121.71841666666668,LaTour,79,POINT (-121.71841666666668 40.64365)
80,40.64735,-121.71861666666666,LaTour,80,POINT (-121.71861666666666 40.64735)
81,40.65091666666667,-121.71871666666668,LaTour,81,POINT (-121.71871666666668 40.65091666666667)
82,40.66121666666667,-121.71818333333331,LaTour,82,POINT (-121.71818333333331 40.66121666666667)
83,40.6469,-121.71398333333332,LaTour,83,POINT (-121.71398333333332 40.6469)
84,40.64361666666667,-121.7138,LaTour,84,POINT (-121.7138 40.64361666666667)
85,40.640233333333335,-121.71461666666669,LaTour,85,POINT (-121.71461666666669 40.640233333333335)
86,40.63615,-121.71488333333332,LaTour,86,POINT (-121.71488333333332 40.63615)
87,40.632866666666665,-121.71458333333334,LaTour,87,POINT (-121.71458333333334 40.632866666666665)
88,40.6294,-121.71463333333334,LaTour,88,POINT (-121.71463333333334 40.6294)
89,40.625816666666665,-121.71435,LaTour,89,POINT (-121.71435 40.625816666666665)
90,40.6221,-121.71378333333334,LaTour,90,POINT (-121.71378333333334 40.6221)
91,40.61903333333333,-121.71365,LaTour,91,POINT (-121.71365 40.61903333333333)
92,40.60628333333333,-121.7138,LaTour,92,POINT (-121.7138 40.60628333333333)
93,40.61105,-121.71386666666666,LaTour,93,POINT (-121.71386666666666 40.61105)
94,40.60733333333334,-121.71378333333334,LaTour,94,POINT (-121.71378333333334 40.60733333333334)
95,40.604216666666666,-121.7146,LaTour,95,POINT (-121.7146 40.604216666666666)
96,40.603683333333336,-121.70915,LaTour,96,POINT (-121.70915 40.603683333333336)
97,40.60795,-121.70981666666668,LaTour,97,POINT (-121.70981666666668 40.60795)
98,40.61115,-121.70921666666666,LaTour,98,POINT (-121.70921666666666 40.61115)
99,40.61485,-121.70893333333332,LaTour,99,POINT (-121.70893333333332 40.61485)
100,40.6189,-121.7096,LaTour,100,POINT (-121.7096 40.6189)
101,40.6223,-121.70961666666666,LaTour,101,POINT (-121.70961666666666 40.6223)
102,40.6257,-121.70963333333331,LaTour,102,POINT (-121.70963333333331 40.6257)
103,40.629133333333336,-121.70973333333332,LaTour,103,POINT (-121.70973333333332 40.629133333333336)
104,40.63288333333333,-121.71013333333332,LaTour,104,POINT (-121.71013333333332 40.63288333333333)
105,40.63641666666667,-121.71036666666669,LaTour,105,POINT (-121.71036666666669 40.63641666666667)
106,40.64006666666667,-121.71016666666668,LaTour,106,POINT (-121.71016666666668 40.64006666666667)
107,40.643683333333335,-121.70908333333334,LaTour,107,POINT (-121.70908333333334 40.643683333333335)
108,40.64736666666667,-121.7093,LaTour,108,POINT (-121.7093 40.64736666666667)
109,40.65108333333333,-121.70955,LaTour,109,POINT (-121.70955 40.65108333333333)
110,40.65795,-121.7051,LaTour,110,POINT (-121.7051 40.65795)
111,40.65411666666667,-121.705,LaTour,111,POINT (-121.705 40.65411666666667)
112,40.6507,-121.70486666666666,LaTour,112,POINT (-121.70486666666666 40.6507)
113,40.64748333333333,-121.70448333333331,LaTour,113,POINT (-121.70448333333331 40.64748333333333)
114,40.64383333333333,-121.70438333333334,LaTour,114,POINT (-121.70438333333334 40.64383333333333)
115,40.640233333333335,-121.70521666666669,LaTour,115,POINT (-121.70521666666669 40.640233333333335)
116,40.636716666666665,-121.70521666666669,LaTour,116,POINT (-121.70521666666669 40.636716666666665)
117,40.632983333333335,-121.70556666666668,LaTour,117,POINT (-121.70556666666668 40.632983333333335)
118,40.62951666666667,-121.70521666666669,LaTour,118,POINT (-121.70521666666669 40.62951666666667)
119,40.62595,-121.705,LaTour,119,POINT (-121.705 40.62595)
120,40.62211666666666,-121.70505,LaTour,120,POINT (-121.70505 40.62211666666666)
121,40.61861666666667,-121.70505,LaTour,121,POINT (-121.70505 40.61861666666667)
122,40.61496666666667,-121.70438333333334,LaTour,122,POINT (-121.70438333333334 40.61496666666667)
123,40.611383333333336,-121.70438333333334,LaTour,123,POINT (-121.70438333333334 40.611383333333336)
124,40.61208333333333,-121.7007,LaTour,124,POINT (-121.7007 40.61208333333333)
125,40.61578333333333,-121.70078333333332,LaTour,125,POINT (-121.70078333333332 40.61578333333333)
126,40.618316666666665,-121.7001,LaTour,126,POINT (-121.7001 40.618316666666665)
127,40.62191666666666,-121.70011666666667,LaTour,127,POINT (-121.70011666666667 40.62191666666666)
128,40.62553333333334,-121.70025,LaTour,128,POINT (-121.70025 40.62553333333334)
129,40.62918333333333,-121.70045,LaTour,129,POINT (-121.70045 40.62918333333333)
130,40.63306666666666,-121.70076666666668,LaTour,130,POINT (-121.70076666666668 40.63306666666666)
131,40.6367,-121.70093333333334,LaTour,131,POINT (-121.70093333333334 40.6367)
132,40.64035,-121.7001,LaTour,132,POINT (-121.7001 40.64035)
133,40.64365,-121.6999,LaTour,133,POINT (-121.6999 40.64365)
134,40.64703333333333,-121.7001,LaTour,134,POINT (-121.7001 40.64703333333333)
135,40.65071666666667,-121.69978333333331,LaTour,135,POINT (-121.69978333333331 40.65071666666667)
137,40.664683333333336,-121.69976666666666,LaTour,137,POINT (-121.69976666666666 40.664683333333336)
138,40.66465,-121.69508333333332,LaTour,138,POINT (-121.69508333333332 40.66465)
139,40.661033333333336,-121.6951,LaTour,139,POINT (-121.6951 40.661033333333336)
140,40.65538333333333,-121.69516666666668,LaTour,140,POINT (-121.69516666666668 40.65538333333333)
141,40.65056666666667,-121.69508333333332,LaTour,141,POINT (-121.69508333333332 40.65056666666667)
142,40.647333333333336,-121.695,LaTour,142,POINT (-121.695 40.647333333333336)
143,40.64365,-121.69558333333332,LaTour,143,POINT (-121.69558333333332 40.64365)
144,40.64006666666667,-121.69546666666666,LaTour,144,POINT (-121.69546666666666 40.64006666666667)
145,40.63678333333333,-121.69563333333332,LaTour,145,POINT (-121.69563333333332 40.63678333333333)
146,40.633,-121.69621666666669,LaTour,146,POINT (-121.69621666666669 40.633)
147,40.62976666666667,-121.69596666666666,LaTour,147,POINT (-121.69596666666666 40.62976666666667)
148,40.62553333333334,-121.69553333333332,LaTour,148,POINT (-121.69553333333332 40.62553333333334)
149,40.622166666666665,-121.69568333333332,LaTour,149,POINT (-121.69568333333332 40.622166666666665)
150,40.6185,-121.6956,LaTour,150,POINT (-121.6956 40.6185)
151,40.6159,-121.69588333333331,LaTour,151,POINT (-121.69588333333331 40.6159)
152,40.61216666666667,-121.69603333333332,LaTour,152,POINT (-121.69603333333332 40.61216666666667)
153,40.61216666666667,-121.6912,LaTour,153,POINT (-121.6912 40.61216666666667)
154,40.61485,-121.69138333333332,LaTour,154,POINT (-121.69138333333332 40.61485)
155,40.61855,-121.6912,LaTour,155,POINT (-121.6912 40.61855)
156,40.62255,-121.69085,LaTour,156,POINT (-121.69085 40.62255)
157,40.62553333333334,-121.69131666666668,LaTour,157,POINT (-121.69131666666668 40.62553333333334)
158,40.6293,-121.69123333333332,LaTour,158,POINT (-121.69123333333332 40.6293)
159,40.63281666666666,-121.6911,LaTour,159,POINT (-121.6911 40.63281666666666)
160,40.6366,-121.69098333333334,LaTour,160,POINT (-121.69098333333334 40.6366)
161,40.640233333333335,-121.69073333333333,LaTour,161,POINT (-121.69073333333333 40.640233333333335)
162,40.64333333333333,-121.6909,LaTour,162,POINT (-121.6909 40.64333333333333)
164,40.65068333333333,-121.69076666666666,LaTour,164,POINT (-121.69076666666666 40.65068333333333)
165,40.65401666666666,-121.69043333333332,LaTour,165,POINT (-121.69043333333332 40.65401666666666)
166,40.6577,-121.69155,LaTour,166,POINT (-121.69155 40.6577)
167,40.66108333333333,-121.69115,LaTour,167,POINT (-121.69115 40.66108333333333)
168,40.66451666666666,-121.69108333333334,LaTour,168,POINT (-121.69108333333334 40.66451666666666)
169,40.66833333333334,-121.68628333333334,LaTour,169,POINT (-121.68628333333334 40.66833333333334)
170,40.66455,-121.68615,LaTour,170,POINT (-121.68615 40.66455)
171,40.66116666666667,-121.6863,LaTour,171,POINT (-121.6863 40.66116666666667)
172,40.65766666666666,-121.68648333333331,LaTour,172,POINT (-121.68648333333331 40.65766666666666)
173,40.654066666666665,-121.68641666666667,LaTour,173,POINT (-121.68641666666667 40.654066666666665)
174,40.65075,-121.6861,LaTour,174,POINT (-121.6861 40.65075)
175,40.6473,-121.68608333333331,LaTour,175,POINT (-121.68608333333331 40.6473)
176,40.64345,-121.68628333333334,LaTour,176,POINT (-121.68628333333334 40.64345)
177,40.63988333333333,-121.6863,LaTour,177,POINT (-121.6863 40.63988333333333)
178,40.63641666666667,-121.68621666666668,LaTour,178,POINT (-121.68621666666668 40.63641666666667)
179,40.63276666666667,-121.68636666666669,LaTour,179,POINT (-121.68636666666669 40.63276666666667)
180,40.62936666666667,-121.68656666666666,LaTour,180,POINT (-121.68656666666666 40.62936666666667)
181,40.62575,-121.68643333333333,LaTour,181,POINT (-121.68643333333333 40.62575)
182,40.62256666666666,-121.68598333333334,LaTour,182,POINT (-121.68598333333334 40.62256666666666)
183,40.6189,-121.68635,LaTour,183,POINT (-121.68635 40.6189)
184,40.6187,-121.68188333333332,LaTour,184,POINT (-121.68188333333332 40.6187)
185,40.62201666666667,-121.68183333333332,LaTour,185,POINT (-121.68183333333332 40.62201666666667)
186,40.6257,-121.68305,LaTour,186,POINT (-121.68305 40.6257)
187,40.62923333333333,-121.68228333333332,LaTour,187,POINT (-121.68228333333332 40.62923333333333)
188,40.63288333333333,-121.68225,LaTour,188,POINT (-121.68225 40.63288333333333)
189,40.63591666666667,-121.68176666666666,LaTour,189,POINT (-121.68176666666666 40.63591666666667)
190,40.6398,-121.68231666666668,LaTour,190,POINT (-121.68231666666668 40.6398)
191,40.64331666666666,-121.68226666666666,LaTour,191,POINT (-121.68226666666666 40.64331666666666)
192,40.64693333333334,-121.68238333333332,LaTour,192,POINT (-121.68238333333332 40.64693333333334)
193,40.65068333333333,-121.68226666666666,LaTour,193,POINT (-121.68226666666666 40.65068333333333)
194,40.65446666666666,-121.6821,LaTour,194,POINT (-121.6821 40.65446666666666)
195,40.65775,-121.68215,LaTour,195,POINT (-121.68215 40.65775)
196,40.66125,-121.68241666666668,LaTour,196,POINT (-121.68241666666668 40.66125)
197,40.66465,-121.68268333333332,LaTour,197,POINT (-121.68268333333332 40.66465)
198,40.668,-121.68176666666666,LaTour,198,POINT (-121.68176666666666 40.668)
199,40.6646,-121.67773333333334,LaTour,199,POINT (-121.67773333333334 40.6646)
200,40.66093333333333,-121.67741666666667,LaTour,200,POINT (-121.67741666666667 40.66093333333333)
201,40.65765,-121.6773,LaTour,201,POINT (-121.6773 40.65765)
202,40.65408333333333,-121.67721666666668,LaTour,202,POINT (-121.67721666666668 40.65408333333333)
203,40.65023333333333,-121.6771,LaTour,203,POINT (-121.6771 40.65023333333333)
204,40.646683333333335,-121.67708333333331,LaTour,204,POINT (-121.67708333333331 40.646683333333335)
205,40.643033333333335,-121.6771,LaTour,205,POINT (-121.6771 40.643033333333335)
206,40.63941666666667,-121.67701666666666,LaTour,206,POINT (-121.67701666666666 40.63941666666667)
207,40.63628333333333,-121.6762,LaTour,207,POINT (-121.6762 40.63628333333333)
208,40.632866666666665,-121.67741666666667,LaTour,208,POINT (-121.67741666666667 40.632866666666665)
209,40.62908333333333,-121.67746666666666,LaTour,209,POINT (-121.67746666666666 40.62908333333333)
210,40.625683333333335,-121.67826666666669,LaTour,210,POINT (-121.67826666666669 40.625683333333335)
211,40.62198333333333,-121.67768333333332,LaTour,211,POINT (-121.67768333333332 40.62198333333333)
212,40.61873333333333,-121.67783333333334,LaTour,212,POINT (-121.67783333333334 40.61873333333333)
213,40.61858333333333,-121.67313333333334,LaTour,213,POINT (-121.67313333333334 40.61858333333333)
214,40.622083333333336,-121.67308333333334,LaTour,214,POINT (-121.67308333333334 40.622083333333336)
215,40.62558333333333,-121.6732,LaTour,215,POINT (-121.6732 40.62558333333333)
216,40.629333333333335,-121.67288333333332,LaTour,216,POINT (-121.67288333333332 40.629333333333335)
217,40.62923333333333,-121.66821666666668,LaTour,217,POINT (-121.66821666666668 40.62923333333333)
218,40.62543333333333,-121.6686,LaTour,218,POINT (-121.6686 40.62543333333333)
219,40.621633333333335,-121.6683,LaTour,219,POINT (-121.6683 40.621633333333335)
220,40.61841666666667,-121.66846666666666,LaTour,220,POINT (-121.66846666666666 40.61841666666667)
221,40.61835,-121.66348333333332,LaTour,221,POINT (-121.66348333333332 40.61835)
